JURIS NAME	FACILITY NAME	SEGMENT FROM	SEGMENT TO	DIR	WEEKDAY TRAFFIC VOLUMES																		2012 SPEED AND CONGESTION DATA											
					2007			2008			2009			2010			2011			2012			AM PEAK HOUR						PM PEAK HOUR					
JCC	IRONBOUND RD	STRAWBERRY PLAINS RD	MONTICELLO AVE		"7,659"	2/21 - 2/22	V							"9,382"	3/16 - 3/17	V							-	-	-	-	LOW		-	-	-	-	MOD	
JCC	IRONBOUND RD	MONTICELLO AVE	WILLIAMSBURG CL		"10,984"		C							"11,023"	3/2 - 3/17	V							-	-	-	-	LOW		-	-	-	-	LOW	
JCC	IRONBOUND RD/NEWS RD	JOHN TYLER HWY	MONTICELLO AVE		"10,967"		C							"9,675"	3/2 - 3/17	V							35	36	1.08	1.19	LOW	LOW	33	30	1.15	1.45	LOW	SEV
JCC	IRONBOUND RD/SANDY BAY RD	JAMESTOWN RD	JOHN TYLER HWY		"8,299"		C							"7,150"	3/2 - 3/17	V							31	34	1.33	1.16	MOD	LOW	30	35	1.36	1.11	MOD	LOW
JCC	JAMESTOWN RD	JAMES RIVER/FERRY	COLONIAL PARKWAY (RTE 359)		"6,700"		V																-	-	-	-	LOW		-	-	-	-	LOW	
JCC	JAMESTOWN RD	COLONIAL PARKWAY (RTE 359)	SANDY BAY RD (RTE 681)		"8,235"		C																43	41	1.05	1.11	LOW	LOW	40	43	1.13	1.06	LOW	LOW
JCC	JAMESTOWN RD	SANDY BAY RD (RTE 681)	NECK-O-LAND RD		"7,965"		C							"9,567"	2/17 - 2/18	V							35	36	1.12	1.12	LOW	LOW	35	36	1.09	1.12	LOW	LOW
JCC	JAMESTOWN RD	NECK-O-LAND RD	WILLIAMSBURG CL		"16,707"		C							"9,567"	2/17 - 2/18	V							35	36	1.12	1.12	LOW	LOW	35	36	1.09	1.12	LOW	LOW
JCC	JOHN TYLER HWY	CHARLES CITY CL	MONTICELLO AVE		"3,214"	1/24 - 1/25	V							"2,885"	2/17 - 2/18	V							49	49	1.09	1.17	LOW	LOW	49	48	1.09	1.18	LOW	LOW
JCC	JOHN TYLER HWY	MONTICELLO AVE	CENTERVILLE RD (RTE 614)		"4,800"		C																49	49	1.09	1.17	LOW	LOW	49	48	1.09	1.18	LOW	LOW
JCC	JOHN TYLER HWY	CENTERVILLE RD (RTE 614)	IRONBOUND RD (RTE 615)		"11,303"		C							"8,033"	2/17 - 2/18	V							41	41	1.09	1.09	LOW	LOW	39	40	1.16	1.12	LOW	LOW
JCC	JOHN TYLER HWY	IRONBOUND RD (RTE 615)	STANLEY DR (RTE 712)		"12,682"		C							"10,663"	2/17 - 2/18	V							34	35	1.19	1.13	LOW	LOW	34	34	1.20	1.16	LOW	LOW
JCC	JOHN TYLER HWY	STANLEY DR (RTE 712)	ROUTE 199		"14,984"		C							"17,546"	2/17 - 2/18	V							34	35	1.19	1.13	LOW	LOW	34	34	1.20	1.16	LOW	LOW
JCC	LONGHILL RD	CENTERVILLE RD (RTE 614)	OLDE TOWNE RD (RTE 658)		"18,299"		C							"6,577"	3/2 - 3/18	V							-	-	-	-	LOW		-	-	-	-	LOW	
JCC	LONGHILL RD	OLDE TOWNE RD (RTE 658)	ROUTE 199		"20,055"		C							"16,087"	3/2 - 3/18	V							-	-	-	-	LOW		-	-	-	-	SEV	
JCC	LONGHILL RD	ROUTE 199	DEPUE DR		"20,000"		E																-	-	-	-	LOW		-	-	-	-	LOW	
JCC	MERRIMAC TRL	NEWPORT NEWS CL @ I-64	YORK CL (SOUTH OF GROVE INT)		"10,282"	2/6 - 2/7	V							"10,021"	2/24 - 2/25	V							46	47	1.18	1.14	LOW	LOW	49	43	1.12	1.26	LOW	MOD
JCC	MERRIMAC TRL	YORK CL @ ROUTE 199	PENNIMAN RD (YORK CL)		"16,543"	2/6 - 2/7	V							"16,342"	2/24 - 2/25	V							42	40	1.02	1.13	LOW	LOW	42	38	1.04	1.18	LOW	LOW
JCC	MONTICELLO AVE	JOHN TYLER HWY	CENTERVILLE RD (RTE 614)		"4,574"		C																-	-	-	-	LOW		-	-	-	-	LOW	
JCC	MONTICELLO AVE	CENTERVILLE RD (RTE 614)	NEWS RD		"11,395"		C																-	-	-	-	LOW		-	-	-	-	LOW	
JCC	MONTICELLO AVE	NEWS RD	ROUTE 199		"41,348"		C																-	-	-	-	MOD		-	-	-	-	SEV	
JCC	MONTICELLO AVE	ROUTE 199	IRONBOUND RD (RTE 615)		"25,204"	11/28 - 11/29	V							"24,179"	3/9 - 4/1	V							-	-	-	-	LOW		-	-	-	-	LOW	
JCC	OLD STAGE RD	NEW KENT CL	BARNES RD (RTE 601 S)		"11,015"		C							"9,512"	2/16 - 2/18	V							49	49	1.15	1.13	LOW	LOW	50	50	1.14	1.13	LOW	LOW
JCC	OLD STAGE RD	BARNES RD (RTE 601 S)	I-64		"11,015"		C							"9,512"	2/16 - 2/18	V							49	49	1.09	1.12	LOW	LOW	50	50	1.08	1.10	LOW	LOW
JCC	OLDE TOWNE RD	LONGHILL RD	RICHMOND RD		"10,256"		C							"8,378"	3/2 - 3/18	V							-	-	-	-	LOW		-	-	-	-	LOW	
JCC	POCAHONTAS TRL	WILLIAMSBURG CL	YORK CL @ 199		"8,513"	1/30 - 1/31	V							"8,165"	2/17 - 2/18	V							34	34	1.08	1.10	LOW	LOW	33	35	1.11	1.07	LOW	LOW
JCC	POCAHONTAS TRL	YORK CL	BASF RD/ROUTE 60 RELOCATION		"10,653"		C							"9,243"	2/17 - 2/18	V							39	48	1.07	1.06	LOW	LOW	39	48	1.08	1.07	LOW	LOW
JCC	POCAHONTAS TRL	BASF RD/ROUTE 60 RELOCATION	NEWPORT NEWS CL		"9,226"		C							"11,499"	8/10 - 8/12	V							39	48	1.07	1.06	LOW	LOW	39	48	1.08	1.07	LOW	LOW
JCC	RICHMOND RD	ROUTE 199	OLDE TOWNE RD (RTE 658)		"16,341"		C							"15,206"	2/17 - 2/18	V							42	35	1.13	1.10	LOW	LOW	40	35	1.17	1.12	LOW	LOW
JCC	RICHMOND RD	OLDE TOWNE RD (RTE 658)	WILLIAMSBURG CL		"20,470"		C							"23,783"	7/13 - 7/14	V							32	35	1.04	1.10	LOW	LOW	30	35	1.08	1.12	LOW	LOW
JCC	ROCHAMBEAU DR	ROUTE 60	0.7 MI EAST OF ASHINGTON WAY		"7,764"	2/6	V							"7,164"	2/24 - 2/25	V							47	50	1.08	1.06	LOW	LOW	47	50	1.07	1.07	LOW	LOW
JCC	ROCHAMBEAU DR	0.7 MI EAST OF ASHINGTON WAY	CROAKER RD (RTE 607)		"7,764"	2/6	V							"7,164"	2/24 - 2/25	V							47	50	1.08	1.06	LOW	LOW	47	50	1.07	1.07	LOW	LOW
JCC	ROUTE 199	YORK CL	RICHMOND RD (RTE 60)	EB	"12,190"	9/12 - 9/13	V							"13,378"	7/14 - 7/15	V							56	-	1.07	-	LOW	-	56	-	1.07	-	LOW	-
				WB	"12,345"	9/12 - 9/13	V							"13,655"	7/14 - 7/15	V							-	58	-	1.05	-	LOW	-	57	-	1.06	-	LOW
JCC	ROUTE 199	RICHMOND RD (RTE 60)	LONGHILL RD (RTE 612)	EB	"11,128"	2/6	V							"11,935"	2/17 - 2/18	V							50	-	1.24	-	MOD	-	50	-	1.23	-	MOD	-
				WB	"11,124"	2/6	V							"11,588"	2/17 - 2/18	V							-	52	-	1.18	-	MOD	-	52	-	1.18	-	MOD
JCC	ROUTE 199	LONGHILL RD (RTE 612)	MONTICELLO AVE (RTE 321)	EB	"14,474"	2/6	V							"14,723"	2/24 - 3/10	V							50	-	1.18	-	MOD	-	50	-	1.18	-	MOD	-
				WB	"14,395"	2/6	V							"14,318"	2/24 - 3/10	V							-	50	-	1.23	-	MOD	-	50	-	1.22	-	MOD
JCC	ROUTE 199	MONTICELLO AVE (RTE 321)	JOHN TYLER HWY (RTE 5)	EB	"15,163"	2/21 - 2/22	V							"13,891"	2/24 - 2/25	V							45	-	1.23	-	MOD	-	42	-	1.31	-	SEV	-
				WB	"15,107"	2/21 - 2/22	V							"13,624"	2/24 - 2/25	V							-	49	-	1.12	-	LOW	-	49	-	1.13	-	LOW
JCC	ROUTE 199	JOHN TYLER HWY (RTE 5)	WILLIAMSBURG CL		"37,160"	3/6 - 3/7	V							"36,498"	3/2 - 3/18	V							35	33	1.26	1.24	MOD	LOW	30	34	1.48	1.21	SEV	LOW
JCC	ROUTE 199	WILLIAMSBURG CL	HENRY ST/COLONIAL PKWY		"33,784"	2/6 - 3/8	V							"34,542"	3/2 - 3/18	V							44	42	1.20	1.32	LOW	MOD	41	42	1.29	1.32	MOD	MOD
JCC	ROUTE 199	HENRY ST/COLONIAL PKWY	MOUNTS BAY RD/QUARTERPATH RD		"34,021"	2/6 - 2/7	V							"33,078"	2/24 - 2/25	V							44	42	1.20	1.32	LOW	MOD	41	42	1.29	1.32	MOD	MOD
JCC	ROUTE 199	MOUNTS BAY RD/QUARTERPATH RD	RTE 60/RTE 143/YORK CL		"32,250"	2/6 - 2/7	V							"31,169"	2/24 - 2/25	V							51	49	1.10	1.21	LOW	LOW	50	46	1.10	1.27	LOW	MOD
JCC	ROUTE 60	NEW KENT CL	ROUTE 30		"6,736"		C							"5,861"	2/23 - 2/24	V							56	53	1.04	1.12	LOW	LOW	55	54	1.07	1.11	LOW	LOW
JCC	ROUTE 60	ROUTE 30	CROAKER RD (RTE 607)		"17,201"		C							"13,792"	2/23  - 2/24	V							42	43	1.13	1.01	LOW	LOW	43	43	1.11	1.00	LOW	LOW
JCC	ROUTE 60	CROAKER RD (RTE 607)	LIGHTFOOT RD (RTE 646)		"21,892"		C							"21,419"	2/17 - 2/18	V							38	39	1.06	1.06	LOW	LOW	36	37	1.12	1.10	LOW	LOW
JCC	ROUTE 60	LIGHTFOOT RD (RTE 646)	CENTERVILLE RD (RTE 614)		"26,018"		C							"21,419"	2/17 - 2/18	V							38	39	1.06	1.06	LOW	LOW	36	37	1.12	1.10	LOW	LOW
JCC	ROUTE 60	CENTERVILLE RD (RTE 614)	ROUTE 199		"24,656"		C							"26,430"	3/30 - 3/31	V							37	27	1.07	1.11	LOW	LOW	36	29	1.10	1.02	LOW	LOW
JCC	STRAWBERRY PLAINS RD	JOHN TYLER HWY/ROUTE 199	IRONBOUND RD		"6,946"	1/24 - 2/22	V							"8,048"	2/17 - 2/25	V							-	-	-	-	LOW		-	-	-	-	LOW	
NN	23RD/25TH CONNECTOR	HUNTINGTON AVE	JEFFERSON AVE		"1,903"	7/10 - 7/11	V							"1,626"	8/17 - 8/18	V							31	-	1.05	-	LOW	-	32	-	1.02	-	LOW	-
NN	25TH ST	JEFFERSON AVE	26TH ST		"3,394"	avg	C	"3,562"		C	"3,413"		C	"3,394"		C	"3,294"		C				27	-	1.06	-	LOW	-	26	-	1.10	-	LOW	-
NN	25TH ST	26TH ST	HAMPTON CL		"6,541"	avg	C	"6,645"		C	"6,534"		C	"6,602"		C	"6,544"		C				29	31	1.09	1.06	LOW	LOW	29	31	1.10	1.07	LOW	LOW
NN	26TH ST	25TH ST	ROANOKE AVE		"1,355"	avg	C	"1,332"		C	"1,359"		C	"1,387"		C	"1,363"		C				-	24	-	0.99	-	LOW	-	23	-	1.06	-	LOW
NN	26TH ST	ROANOKE AVE	JEFFERSON AVE		"3,371"	avg	C	"3,405"		C	"3,366"		C	"3,371"		C	"3,243"		C				-	29	-	1.06	-	LOW	-	29	-	1.07	-	LOW
NN	26TH ST	JEFFERSON AVE	WARWICK BLVD		"3,572"	avg	C	"3,645"		C	"3,563"		C	"3,572"		C	"3,578"		C				-	32	-	0.91	-	LOW	-	38	-	0.76	-	LOW
NN	26TH ST	WARWICK BLVD	HUNTINGTON AVE		"3,572"	avg	C	"3,645"		C	"3,563"		C	"3,572"		C	"3,578"		C				-	32	-	0.91	-	LOW	-	38	-	0.76	-	LOW
NN	39TH ST	HUNTINGTON AVE	MADISON AVE		"4,838"	avg	C	"5,229"		C	"4,910"		C	"4,852"		C	"4,866"		C				34	34	1.13	1.16	LOW	LOW	34	34	1.15	1.16	LOW	LOW
NN	39TH ST	MADISON AVE	HAMPTON CL		"8,684"	avg	C	"8,897"		C	"8,990"		C	"8,686"		C	"8,701"		C				34	34	1.13	1.16	LOW	LOW	34	34	1.15	1.16	LOW	LOW
NN	BLAND BLVD	WARWICK BLVD	I-64		"31,631"	avg	C	"34,846"		C	"32,987"		C	"33,874"		C	"26,324"		C				-	-	-	-	LOW		-	-	-	-	LOW	
NN	BLAND BLVD	I-64	JEFFERSON AVE		"31,631"	avg	C	"34,846"		C	"32,987"		C	"33,874"		C	"26,324"		C				-	-	-	-	LOW		-	-	-	-	LOW	
NN	BLAND BLVD	JEFFERSON AVE	McMANUS BLVD		"20,396"	avg	C	"21,454"		C	"17,000"		C	"15,717"		C	"15,395"		C				-	-	-	-	LOW		-	-	-	-	LOW	
NN	BRIARFIELD RD	JEFFERSON AVE	HAMPTON CL		"9,791"	avg	C	"9,133"		C	"9,169"		C	"9,810"		C	"9,805"		C				28	30	1.26	1.17	MOD	LOW	30	29	1.18	1.22	LOW	LOW
NN	BUXTON AVE	HAMPTON CL	25TH ST		"15,252"	avg	C	"15,417"		C	"15,282"		C	"15,313"		C	"15,267"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	CENTER AVE	WARWICK BLVD	JEFFERSON AVE		"4,802"	avg	C	"4,925"		C	"4,823"		C	"4,810"		C	"3,618"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	CHESTNUT AVE	39TH ST	44TH ST		"8,326"	avg	C	"8,252"		C	"8,200"		C	"8,338"		C	"8,341"		C				29	29	1.14	1.18	LOW	LOW	31	31	1.09	1.10	LOW	LOW
NN	CHESTNUT AVE	44TH ST	BRIARFIELD RD		"8,326"	avg	C	"8,252"		C	"8,200"		C	"8,338"		C	"8,341"		C				29	29	1.14	1.18	LOW	LOW	31	31	1.09	1.10	LOW	LOW
NN	CHESTNUT AVE	BRIARFIELD RD	HAMPTON CL		"7,922"	avg	C	"8,103"		C	"7,945"		C	"7,962"		C	"7,870"		C				28	32	1.19	1.10	LOW	LOW	29	30	1.19	1.16	LOW	LOW
NN	DENBIGH BLVD	LUCAS CREEK RD	WARWICK BLVD		"19,931"	avg	C	"20,946"		C	"21,008"		C	"22,123"		C	"17,860"		C				30	30	1.13	1.22	LOW	LOW	26	31	1.26	1.17	MOD	LOW
NN	DENBIGH BLVD	WARWICK BLVD	JEFFERSON AVE		"34,980"	avg	C	"35,178"		C	"30,746"		C	"29,512"		C	"30,829"		C				34	32	1.11	1.15	LOW	LOW	31	30	1.19	1.22	LOW	LOW
NN	DENBIGH BLVD	JEFFERSON AVE	YORK CL		"25,349"	avg	C	"25,196"		C	"26,119"		C	"28,323"		C	"25,342"		C				43	44	1.10	1.13	LOW	LOW	41	43	1.15	1.17	LOW	LOW
NN	DILIGENCE DR	THIMBLE SHOALS BLVD	J CLYDE MORRIS BLVD		"22,673"	avg	C	"23,651"		C	"22,941"		C	"23,514"		C	"23,620"		C				-	-	-	-	MOD		-	-	-	-	LOW	
NN	FORT EUSTIS BLVD	WARWICK BLVD	I-64		"45,932"	avg	C	"45,581"		C	"38,541"		C	"39,555"		C	"36,172"		C				39	41	1.12	1.18	LOW	LOW	37	44	1.17	1.09	LOW	LOW
NN	FORT EUSTIS BLVD	I-64	JEFFERSON AVE		"24,729"	7/10 - 7/11	V							"25,244"	8/4 - 9/2	V							39	41	1.12	1.18	LOW	LOW	37	44	1.17	1.09	LOW	LOW
NN	FORT EUSTIS BLVD	JEFFERSON AVE	.54 MILES EAST OF RTE 143		"17,469"	Wkdy average	V	"16,948"	Wkdy average	V	"16,939"	Wkdy average	V	"15,883"		C	"16,366"		C				45	43	1.11	1.15	LOW	LOW	43	44	1.15	1.13	LOW	LOW
NN	FORT EUSTIS BLVD	.54 MILES EAST OF RTE 143	YORK CL		"17,469"	Wkdy average	V	"16,948"	Wkdy average	V	"16,939"	Wkdy average	V	"15,883"		C	"16,366"		C				45	43	1.11	1.15	LOW	LOW	43	44	1.15	1.13	LOW	LOW
NN	HRC PARKWAY	HARPERSVILLE RD	HAMPTON CL		"25,743"	5/15 - 12/31	V	"23,018"	Wkdy average	V	"23,568"	Wkdy average	V	"23,642"	Wkdy average	V	"23,297"	Wkdy average	V	"23,469"	Wkdy average	V	41	43	1.19	1.15	LOW	LOW	43	42	1.13	1.19	LOW	LOW
NN	HARPERSVILLE RD	J CLYDE MORRIS BLVD	SAUNDERS RD		"12,037"	avg	C	"12,173"		C	"12,077"		C	"13,547"		C	"12,130"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	HARPERSVILLE RD	SAUNDERS RD	HRC PARKWAY		"11,573"	avg	C	"11,249"		C	"11,621"		C	"11,590"		C	"10,342"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	HARPERSVILLE RD	HRC PARKWAY	JEFFERSON AVE		"25,706"	avg	C	"25,114"		C	"25,807"		C	"25,742"		C	"25,217"		C				-	-	-	-	LOW		-	-	-	-	LOW	
NN	HARPERSVILLE RD	JEFFERSON AVE	WARWICK BLVD		"14,934"	avg	C	"13,934"		C	"14,962"		C	"14,944"		C	"13,611"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	HUNTINGTON AVE	71ST ST	39TH ST		"11,356"	avg	C	"11,581"		C	"11,428"		C	"11,360"		C	"11,386"		C				-	34	-	1.11	-	LOW	-	35	-	1.10	-	LOW
NN	HUNTINGTON AVE	39TH ST	26TH ST		"7,126"	avg	C	"7,108"		C	"6,712"		C	"7,140"		C	"6,756"		C				-	30	-	1.08	-	LOW	-	32	-	1.04	-	LOW
NN	HUNTINGTON AVE	26TH ST	23RD ST		"7,126"	avg	C	"7,108"		C	"6,712"		C	"7,140"		C	"6,756"		C				-	-	-	-	LOW		-	-	-	-	MOD	
NN	I-64	JAMES CITY CL	RTE 143 (NORTH)	EB	"41,795"	7/25 - 7/26	V							"42,495"	6/15 - 6/16	V							66	-	0.99	-	LOW	-	60	-	1.13	-	LOW	-
				WB	"44,702"	6/27 - 6/28	V							"45,390"	6/15 - 6/16	V							-	67	-	0.97	-	LOW	-	66	-	1.00	-	LOW
NN	I-64	RTE 143 (NORTH)	YORKTOWN RD	EB	"43,973"	6/27 - 6/28	V							"43,637"	6/22 - 6/23	V							64	-	1.02	-	LOW	-	55	-	1.25	-	MOD	-
				WB	"44,439"	7/10 - 7/11	V							"43,675"	6/22 - 6/23	V							-	67	-	0.97	-	LOW	-	66	-	0.98	-	LOW
NN	I-64	YORKTOWN RD	FORT EUSTIS BLVD	EB	"46,180"	6/27 - 6/28	V							"46,996"	6/22 - 6/23	V							62	-	1.05	-	LOW	-	49	-	1.47	-	SEV	-
				WB	"47,853"	6/27 - 6/28	V							"47,341"	6/22 - 6/23	V							-	67	-	0.98	-	LOW	-	66	-	0.99	-	LOW
NN	I-64	FORT EUSTIS BLVD	JEFFERSON AVE	EB	"50,574"	6/27 - 6/28	V							"52,479"	6/22 - 6/23	V							65	-	0.99	-	LOW	-	60	-	1.09	-	LOW	-
				WB	"53,013"	6/27 - 6/28	V							"50,996"	6/22 - 6/23	V							-	64	-	1.01	-	LOW	-	58	-	1.11	-	LOW
NN	I-64	JEFFERSON AVE	OYSTER POINT RD	EB	"60,983"	7/10 - 7/11	V							"63,384"	6/29 - 6/30	V							66	-	0.98	-	LOW	-	65	-	0.98	-	LOW	-
				WB	"64,439"	7/18 - 7/19	V							"63,857"	6/29 - 6/30	V							-	65	-	0.97	-	LOW	-	61	-	1.06	-	LOW
NN	I-64	OYSTER POINT RD	J C MORRIS BLVD	EB	"71,182"	Wkdy average	V	"69,311"	Wkdy average	V	"69,637"	Wkdy average	V	"68,995"	Wkdy average	V	"68,101"	Wkdy average	V	"67,299"	Wkdy average	V	65	-	0.98	-	LOW	-	65	-	0.98	-	LOW	-
				WB	"69,372"	Wkdy average	V	"67,490"	Wkdy average	V	"67,753"	Wkdy average	V	"66,460"	Wkdy average	V	"66,560"	Wkdy average	V	"65,867"	Wkdy average	V	-	65	-	0.98	-	LOW	-	65	-	0.98	-	LOW
NN	I-64	J C MORRIS BLVD	HAMPTON CL	EB	"78,675"	7/18 - 7/19	V							"83,629"	6/29 - 6/30	V							65	-	0.99	-	LOW	-	65	-	0.99	-	LOW	-
				WB	"81,955"	7/10 - 7/11	V							"82,151"	6/29 - 6/30	V							-	64	-	0.98	-	LOW	-	62	-	1.01	-	LOW
NN	I-664/MMMBT	SUFFOLK CL	TERMINAL AVE	SB	"29,141"	Wkdy average	T	"28,314"	Wkdy average	T	"28,822"	Wkdy average	T	"31,290"	Wkdy average	T	"31,148"	Wkdy average	T	"30,987"	Wkdy average	T	63	-	0.98	-	LOW	-	57	-	1.07	-	LOW	-
				NB	"30,155"	Wkdy average	T	"30,303"	Wkdy average	T	"30,795"	Wkdy average	T	"32,244"	Wkdy average	T	"32,718"	Wkdy average	T	"32,101"	Wkdy average	T	-	61	-	0.98	-	LOW	-	62	-	0.97	-	LOW
NN	I-664	TERMINAL AVE	23RD ST	SB										"27,054"	7/20 - 7/21	V							59	-	1.01	-	LOW	-	23	-	2.76	-	SEV	-
				NB										"36,134"	7/20 - 7/21	V							-	63	-	0.99	-	LOW	-	63	-	0.99	-	LOW
NN	I-664	23RD ST	CHESTNUT AVE	SB										"35,508"	7/20 - 7/21	V							62	-	0.99	-	LOW	-	47	-	1.44	-	SEV	-
				NB										"34,078"	7/20 - 7/21	V							-	64	-	0.98	-	LOW	-	63	-	0.98	-	LOW
NN	I-664	CHESTNUT AVE	HAMPTON CL	SB										"38,504"	7/20 - 7/21	V							62	-	0.98	-	LOW	-	63	-	0.98	-	LOW	-
				NB										"38,082"	7/20 - 7/21	V							-	63	-	0.98	-	LOW	-	63	-	0.98	-	LOW
NN	J CLYDE MORRIS BLVD	WARWICK BLVD	JEFFERSON AVE		"37,503"	avg	C	"37,859"		C	"32,941"		C	"39,123"		C							-	-	-	-	LOW		-	-	-	-	MOD	
NN	J CLYDE MORRIS BLVD	JEFFERSON AVE	THIMBLE SHOALS BLVD											"36,859"	7/20 - 7/22	V							38	34	1.10	1.16	LOW	LOW	36	34	1.14	1.19	LOW	LOW
NN	J CLYDE MORRIS BLVD	THIMBLE SHOALS BLVD	I-64		"54,808"	avg	C	"57,505"		C	"40,346"		C	"43,567"		C							38	34	1.10	1.16	LOW	LOW	36	34	1.14	1.19	LOW	LOW
NN	J CLYDE MORRIS BLVD	I-64	HARPERSVILLE RD		"54,250"	avg	C	"53,800"		C	"42,796"		C	"44,563"		C							36	38	1.07	1.11	LOW	LOW	31	41	1.22	1.03	LOW	LOW
NN	J CLYDE MORRIS BLVD	HARPERSVILLE RD	YORK CL		"29,182"	avg	C	"30,661"		C	"27,568"		C	"29,230"		C	"29,278"		C				36	37	1.27	1.23	MOD	LOW	33	35	1.40	1.28	SEV	MOD
NN	JEFFERSON AVE	JAMES CITY CL	YORKTOWN RD		"15,744"	avg	C	"14,909"		C	"13,987"		C	"16,447"		C	"15,835"		C				46	42	1.06	1.12	LOW	LOW	46	42	1.05	1.10	LOW	LOW
NN	JEFFERSON AVE	YORKTOWN RD	FORT EUSTIS BLVD		"10,030"	avg	C	"12,390"		C	"9,546"		C	"9,733"		C	"8,495"		C				45	43	1.12	1.16	LOW	LOW	45	45	1.14	1.09	LOW	LOW
NN	JEFFERSON AVE	FORT EUSTIS BLVD	FUTURE ATKINSON BLVD		"28,360"	avg	C	"27,720"		C	"28,212"		C	"27,844"		C	"27,305"		C				37	36	1.11	1.11	LOW	LOW	35	34	1.14	1.19	LOW	LOW
NN	JEFFERSON AVE	FUTURE ATKINSON BLVD	DENBIGH BLVD								"25,990"		C	"23,836"		C	"33,467"	Wkdy average	V	"34,208"	Wkdy average	V	37	36	1.11	1.11	LOW	LOW	35	34	1.14	1.19	LOW	LOW
NN	JEFFERSON AVE	DENBIGH BLVD	BLAND BLVD		"63,010"	avg	C	"63,112"		C				"51,322"		C	"45,754"		C				35	34	1.16	1.12	LOW	LOW	28	30	1.48	1.29	SEV	MOD
NN	JEFFERSON AVE	BLAND BLVD	I-64		"88,971"	10/3 - 10/4	V							"88,778"	9/1 - 9/2	V							36	35	1.08	1.08	LOW	LOW	31	29	1.25	1.30	MOD	MOD
NN	JEFFERSON AVE	I-64	OYSTER POINT RD		"54,601"	avg	C	"56,130"		C	"55,788"		C	"56,989"		C	"55,950"		C				36	35	1.08	1.08	LOW	LOW	31	29	1.25	1.30	MOD	MOD
NN	JEFFERSON AVE	OYSTER POINT RD	MUELLER LA		"62,755"	avg	C	"62,314"		C				"56,833"	9/1 - 9/2	V	"51,122"		C				35	35	1.18	1.26	LOW	MOD	30	35	1.37	1.26	MOD	MOD
NN	JEFFERSON AVE	MUELLER LA	MIDDLE GROUND BLVD		"62,755"	avg	C	"62,314"		C				"56,833"	9/1 - 9/2	V	"51,122"		C				35	35	1.18	1.26	LOW	MOD	30	35	1.37	1.26	MOD	MOD
NN	JEFFERSON AVE	MIDDLE GROUND BLVD	J CLYDE MORRIS BLVD		"56,736"	avg	C	"57,318"		C	"53,274"		C	"54,132"		C							35	35	1.18	1.26	LOW	MOD	30	35	1.37	1.26	MOD	MOD
NN	JEFFERSON AVE	J CLYDE MORRIS BLVD	HARPERSVILLE RD		"59,499"	avg	C	"59,873"		C	"59,649"		C										39	42	1.09	1.05	LOW	LOW	36	40	1.18	1.11	LOW	LOW
NN	JEFFERSON AVE	HARPERSVILLE RD	MAIN ST		"49,480"	Wkdy average	V	"46,844"	Wkdy average	V	"47,606"	Wkdy average	V	"48,806"		C	"48,426"		C				41	42	1.06	1.06	LOW	LOW	39	40	1.12	1.12	LOW	LOW
NN	JEFFERSON AVE	MAIN ST	CENTER AVE		"48,985"	avg	C	"48,863"		C	"48,863"		C	"39,942"		C	"40,093"		C				38	39	1.11	1.14	LOW	LOW	35	36	1.22	1.22	LOW	LOW
NN	JEFFERSON AVE	CENTER AVE	MERCURY BLVD		"39,516"	avg	C	"46,261"		C	"45,996"		C	"46,292"		C	"47,241"		C				38	39	1.11	1.14	LOW	LOW	35	36	1.22	1.22	LOW	LOW
NN	JEFFERSON AVE	MERCURY BLVD	BRIARFIELD RD		"36,909"	avg	C	"37,820"		C	"37,596"		C	"36,937"		C	"36,966"		C				37	41	1.11	1.12	LOW	LOW	35	39	1.18	1.17	LOW	LOW
NN	JEFFERSON AVE	BRIARFIELD RD	41ST ST		"28,738"	avg	C	"29,956"		C	"31,037"		C	"27,665"		C	"29,899"		C				38	40	1.13	1.11	LOW	LOW	38	39	1.13	1.14	LOW	LOW
NN	JEFFERSON AVE	41ST ST	35TH ST		"14,359"	avg	C	"14,211"		C	"14,330"		C	"14,139"		C	"14,302"		C				38	40	1.13	1.11	LOW	LOW	38	39	1.13	1.14	LOW	LOW
NN	JEFFERSON AVE	35TH ST	25TH ST		"14,359"	avg	C	"14,211"		C	"14,330"		C	"14,139"		C	"14,302"		C				26	26	1.03	1.13	LOW	LOW	25	26	1.07	1.13	LOW	LOW
NN	MAIN ST	WARWICK BLVD	JEFFERSON AVE		"14,376"	avg	C	"17,620"		C				"17,623"		C							31	28	1.12	1.15	LOW	LOW	29	29	1.19	1.11	LOW	LOW
NN	MAIN ST	JEFFERSON AVE	HAMPTON CL		"24,591"	avg	C	"24,568"		C	"24,602"		C	"24,711"		C							35	33	1.08	1.11	LOW	LOW	33	33	1.14	1.13	LOW	LOW
NN	MCMANUS BLVD/SIEMENS WAY	DENBIGH BLVD	BLAND BLVD		"13,723"	avg	C	"10,352"		C	"10,786"		C	"13,187"		C	"13,490"		C				-	-	-	-	LOW		-	-	-	-	SEV	
